STT,nameProject_VNI,nameProject_ENG,course,difficulty_level,codeSememter,major,specialization,university,note
292,Sổ Vaccine cá nhân,,,,,,,DUT,
293,Xây dựng website quản lý quầy nước cho công ty ONE Tech Stop,,,,,,,DUT,
294,Website tích hợp các kênh thông tin cho sinh viên Khoa Công nghệ thông,,,,,,,DUT,
295,Xây dựng website cho thuê xe,,,,,,,DUT,
296,Xây dựng website trò chuyện qua nhắn tin và gọi video,,,,,,,DUT,
297,Sử dụng Deep Learning trong nhận diện cảm xúc bằng lời nói,,,,,,,DUT,
298,Ứng dụng blockchain truy xuất nguồn gốc thuốc,,,,,,,DUT,
299,Xây dựng ứng dụng học từ vựng tiếng Anh,,,,,,,DUT,
300,Xây dựng ứng dụng quản lý và chia sẻ file giữa các thiết bị đa nền tảng,,,,,,,DUT,
301,Nghiên cứu ứng dụng học máy nhận diện lỗi trên bảng mạch in,,,,,,,DUT,
302,Hệ thống hỗ trợ hiến máu nhân đạo,,,,,,,DUT,
303,Building an online counseling psychology system,,,,,,,DUT,
304,Xây dựng website bán rau sạch,,,,,,,DUT,
305,System for allocating the suitable people for project,,,,,,,DUT,
306,Xây dựng hệ thống đo tốc độ và nhận diện biển số xe ô tô và mô tô,,,,,,,DUT,
307,Xây dựng mạng xã hội chia sẻ ảnh Pinterist tích hợp AI phân loại ảnh độc hại,,,,,,,DUT,
308,Xây dựng hệ thống quản lý chuỗi cung ứng hải sản ứng dụng công nghệ blockchain,,,,,,,DUT,
309,Xây dựng ứng dụng nhận dạng chữ viết tay,,,,,,,DUT,
310,Xây dựng ứng dụng gửi/nhận thông điệp bảo mật,,,,,,,DUT,
311,Xây dựng hệ thống hỗ trợ mua bán bất động sản Đà Nẵng,,,,,,,DUT,
312,Voiceprint Recognition System using Deep Learning Student,,,,,,,DUT,
313,Tóm tắt audio sử dụng mô hình học sâu,,,,,,,DUT,
314,Tìm hiểu DOTS và xây dựng ứng dụng minh họa,,,1,231,,,UIT,
315,Tìm hiểu Solidity và xây dựng ứng dụng minh họa,,,1,231,,,UIT,
316,Nghiên cứu và xây dựng ví Mutil-sig trên mạng Bitcoin,,,1,231,,,UIT,
317,Xây dựng hệ thống website builder hỗ trợ phát sinh mã nguồn frontend,,,1,231,,,UIT,
318,Xây dựng hệ thống quản lý đề tài Đồ án chuyên ngành Khoa CNPM,,,1,231,,,UIT,
319,Xây dựng ứng dụng học nhóm ảo,,,1,231,,,UIT,
320,Tìm hiểu và xây dựng nhà sách NFT (Non fungible token),,,1,231,,,UIT,
321,Xây dựng ứng dụng blockchain hỗ trợ tuyển dụng việc làm,,,1,231,,,UIT,
322,Xây dựng ứng dụng tư vấn sức khỏe cho cộng đồng,,,1,231,,,UIT,
323,Xây dựng ứng dụng tư vấn đăng ký học phần cho SV  CNPM,,,1,231,,,UIT,
324,Nghiên cứu và thử nghiệm một số phương pháp định giá BĐS,,,1,231,,,UIT,
325,Ứng dụng gọi xe chung cho sinh viên,,,1,231,,,UIT,
326,Mạng xã hội kết hợp chatbot cho người nuôi thú cưng,,,1,231,,,UIT,
327,Xây dựng ứng dụng Thuê trọ,,,1,231,,,UIT,
328,Tìm hiểu các phương pháp xác định và so sánh âm thanh,,,1,231,,,UIT,
329,Thiết kế thuật toán so sánh ảnh màu dựa trên điểm ảnh,,,1,231,,,UIT,
330,Xây dựng website quản lý môn đồ án,,,1,231,,,UIT,
331,Tìm hiểu và xây dựng chức năng khuyến nghị cho ứng dụng bán giày,,,1,231,,,UIT,
332,Xây dựng ứng dụng chuyển đổi kỹ thuật lập trình,,,1,231,,,UIT,
333,Xây dựng ứng dụng quản lý quỹ đầu tư cá nhân,,,1,231,,,UIT,
334,Xây dựng ứng dụng đa tương tác với file pdf trong dạy học,,,1,231,,,UIT,
335,Tạo lập UI từ mẫu (Dynamic form) với BEEKAI,,,1,231,,,UIT,
336,Thiết kế và xây dựng hệ thống với NetCore,,,1,231,,,UIT,
337,Thiết kế và xây dựng hệ thống với Spring Boot,,,1,231,,,UIT,
338,UI auto testing tool với Apptium,,,1,231,,,UIT,
339,Ứng dụng ChatGPT vào công việc lập trình,,,1,231,,,UIT,
340,Xây dựng hệ e-catalog sản phẩm cho thương mại điện tử ,,,1,231,,,UIT,
341,Xây dựng hệ e-shopping cart cho thương mại điện tử,,,1,231,,,UIT,
342,Xây dựng hệ promotion cho thương mại điện tử,,,1,231,,,UIT,
343,Quản lý luồng dữ liệu cho Data Analysis với Airflow ,,,1,231,,,UIT,
344,Tìm hiểu về kiến trúc Transformer,,,1,231,,,UIT,
345,Tìm hiểu về tiềm năng ứng dụng của Generative Ai,,,1,231,,,UIT,
346,Tìm hiểu về mô hình ngôn ngữ lớn LLM,,,1,231,,,UIT,
347,Tìm hiểu về hệ thống sản phẩm dịch vụ (product service system),,,1,231,,,UIT,
348,Ứng dụng khoa học thần kinh để lãnh đạo hiệu quả,,,1,231,,,UIT,
349,Phân tích và định giá doanh nghiệp sử dụng Financial Statements,,,1,231,,,UIT,
350,Dự báo (forecast) tồn kho bán lẻ với Deep Learning,,,1,231,,,UIT,
351,Tìm hiểu mô hình Shopatainment và xây dựng ứng dụng minh họa,,,1,231,,,UIT,
352,Tim hiểu Fluter,,,1,231,,,UIT,
353,Tim hiểu React Native,,,1,231,,,UIT,
354,Tim hiểu React JS,,,1,231,,,UIT,
355,Thiết kế và xây dựng hệ thống với  NestJS ,,,1,231,,,UIT,
356,"Ứng dụng nhắn tin, call video phân tán (dApp)",,,1,231,,,UIT,
357,Đặc tả và kiểm chứng các hệ thống thời gian thực sử dụng uppaal,,,1,231,,,UIT,
358,Phương pháp và công cụ để hỗ trợ kiểm thử phần mềm android,,,1,231,,,UIT,
359,Nghiên cứu sinh mã kiểm thử tự động dựa trên kịch bản kiểm thử hướng hành vi,,,1,231,,,UIT,
360,Các kỹ thuật kiểm thử phần mềm nhúng và ứng dụng,,,1,231,,,UIT,
361,Tìm hiểu và xây dựng công cụ hỗ trợ kiểm thử hệ thống hướng dịch vụ,,,1,231,,,UIT,
362,Phát triển ứng dụng mô hình mentorship hỗ trợ trong trường học ngành công nghệ thông tin,,,1,231,,,UIT,
363,Nghiên cứu phương pháp sinh dữ liệu kiểm thử từ mã nguồn và phát triển ứng dụng,,,1,231,,,UIT,
364,Xây dựng web và app xem phim tích hợp hệ thống khuyến nghị,,,1,231,,,UIT,
365,"Xây dựng website quản lý sự kiện và bán vé dựa trên kiến trúc microservices
",,,1,231,,,UIT,
366,Xây dựng ứng dụng di động kinh doanh thiết bị điện tử,,,1,231,,,UIT,
367,Xây dựng website đọc truyện tranh,,,1,231,,,UIT,
368,Xây dựng website bán trang sức,,,1,231,,,UIT,
369,Xây dựng ứng dụng nghe nhạc và chia sẻ bài hát với Flutter,,,1,231,,,UIT,
370,Xây dựng hệ thống quản trị sân bóng,,,1,231,,,UIT,
371,Nghiên cứu và xây dựng website hỗ trợ gây quỹ cộng đồng,,,1,231,,,UIT,
372,Xây dựng hệ thống hỗ trợ tìm kiếm đội nhóm dự án,,,1,231,,,UIT,
373,Nghiên cứu và xây dựng hệ thống hỗ trợ quản trị sự kiện,,,1,231,,,UIT,
374,Nghiên cứu các giải thuật khuyến nghị và ứng dụng minh hoạ,,,1,231,,,UIT,
375,Xây dựng Ứng dụng khôi phục hình ảnh,,,1,231,,,UIT,
376,"Phần mềm Nhận diện giọng nói -  Hỗ trợ Speaking English
",,,1,231,,,UIT,
377,Finetuning Large Language Models,,,1,231,,,UIT,
378,Xây dựng website thương mại điện tử,,,1,231,,,UIT,
379,Xây dựng website hỗ trợ sinh viên UIT,,,1,231,,,UIT,
380,Phát triển hệ thống hỗ trợ quản lý tài chính cho giải pháp vay ngang hàng ,,,1,231,,,UIT,
381,"Phát triển hệ thống hỗ trợ quản trị doanh nghiệp dựa trên odoo: Áp dụng cho các phân hệ quản lý nhân sự, chăm sóc khách hàng, lập kế hoạch, quản lý dự án.",,,1,231,,,UIT,
382,"Phát triển hệ thống hỗ trợ quản trị doanh nghiệp dựa trên Odoo: Áp dụng cho phân hệ quản lý phương tiện, logistics và kho hàng",,,1,231,,,UIT,
383,Nghiên cứu và áp dụng design pattern trong phát triển phần mềm,,,1,231,,,UIT,
384,"Nghiên cứu và tìm hiểu các thuật toán thông minh, Áp dụng cho Chatbot Libre",,,1,231,,,UIT,
385,Xây dựng ứng dụng quản lý đề cương môn học,,,1,231,,,UIT,
386,Xây dựng ứng dụng quản lý quy trình thực hiện đề tài nghiên cứu khoa học sinh viên,,,1,231,,,UIT,
387,Xây dựng ứng dụng tìm bạn cùng học,,,1,231,,,UIT,
388,Xây dựng ứng dụng chia sẻ kinh nghiệm học tập,,,1,231,,,UIT,
389,Xây dựng ứng dụng quản lý và chia sẻ tài nguyên học tập,,,1,231,,,UIT,
390,Xây dựng ứng dụng giải trí luyện ngôn ngữ,,,1,231,,,UIT,
391,Xây dựng ứng dụng luyện TOEIC,,,1,231,,,UIT,
392,Xây dựng ứng dụng nhắc lịch công tác,,,1,231,,,UIT,
393,Xây dựng hệ thống mua sắm trực tuyến,,,1,231,,,UIT,
394,Xây dựng ứng dụng tư vấn sức khỏe,,,1,231,,,UIT,
395,Xây dựng ứng dụng quản lý thư viện điện tử ứng dụng khuyến nghị,,,1,231,,,UIT,
396,Phân tích dự báo giá cổ phiếu dựa trên một số phương pháp học máy,,,1,231,,,UIT,
397,Xây dựng ứng dụng để quảng cáo và bán hàng qua video,,,1,231,,,UIT,
398,Fastfood ingredient selection online application,,,1,231,,,UIT,
399,Ứng dụng gợi ý kiểu cho khách hàng cắt tóc,,,1,231,,,UIT,
400,Clothing suggestion for the event,,,1,231,,,UIT,
401,Xây dựng ứng dụng mạng xã hội tích hợp Lucene,,,1,231,,,UIT,
402,Phát hiện phương tiện giao thông,,,1,231,,,UIT,
403,Tạo chú thích trực tiếp từ nguồn cấp dữ liệu máy ảnh,,,1,231,,,UIT,
404,Dự đoán tuổi và giới tính,,,1,231,,,UIT,
405,Photo Transfer to Picture using GANs,,,1,231,,,UIT,
406,Hỏi-đáp thị giác (Visual question answering),,,1,231,,,UIT,
407,The Intelligent Recommender System,,,1,231,,,UIT,
408,Phát hiện ô tô,,,1,231,,,UIT,
409,Trình phân loại hình ảnh sử dụng phương pháp học ngôn ngữ-hình ảnh tương phản (CLIP),,,1,231,,,UIT,
410,Phát hiện tư thế,,,1,231,,,UIT,
411,Nhận biết cảm xúc,,,1,231,,,UIT,
412,Phát hiện khuôn mặt,,,1,231,,,UIT,
413,Nhận diện khuôn mặt bằng cách sử dụng các mẫu trên thiết bị,,,1,231,,,UIT,
414,Tổng hợp hình ảnh người thông qua Chế độ khuếch tán khử nhiễu,,,1,231,,,UIT,
415,Ứng dụng nhận dạng giống mèo,,,1,231,,,UIT,
416,Tạo mô tả cho ảnh bằng tiếng Anh,,,1,231,,,UIT,
417,CAPTCHA từ góc độ học sâu,,,1,231,,,UIT,
418,Xây dựng Website bán giày đá bóng,,,1,231,,,UIT,
419,Ứng dụng đi chợ trực tuyến tích hợp gợi ý món ăn,,,2,231,,,UIT,
420,Shop quần áo online tích hợp gợi ý sản phẩm,,,2,231,,,UIT,
421,Ứng dụng rèn luyện thể hình,,,2,231,,,UIT,
422,Xây dựng Game 3d Chiến đấu theo lượt,,,2,231,,,UIT,
423,Xây dựng ứng dụng mua sắm trực tuyến tích hợp chatbot,,,2,231,,,UIT,
424,Ứng dụng gọi xe chung cho sinh viên,,,2,231,,,UIT,
425,Tìm hiểu Solidity và xây dựng ứng dụng minh họa,,,2,231,,,UIT,
426,Nghiên cứu và xây dựng ví Mutil-sig trên mạng Bitcoin,,,2,231,,,UIT,
427,Xây dựng hệ thống website builder hỗ trợ phát sinh mã nguồn frontend,,,2,231,,,UIT,
428,Xây dựng ứng dụng học nhóm ảo,,,2,231,,,UIT,
429,Tìm hiểu và xây dựng nhà sách NFT (Non fungible token),,,2,231,,,UIT,
430,Xây dựng ứng dụng blockchain hỗ trợ tuyển dụng việc làm,,,2,231,,,UIT,
431,Xây dựng ứng dụng tư vấn sức khỏe cho cộng đồng,,,2,231,,,UIT,
432,Xây dựng ứng dụng tư vấn đăng ký học phần cho SV  CNPM,,,2,231,,,UIT,
433,Xây dựng hệ thống quản lý đề tài Đồ án chuyên ngành Khoa CNPM,,,2,231,,,UIT,
434,Nghiên cứu và thử nghiệm một số phương pháp định giá BĐS,,,2,231,,,UIT,
435,Mạng xã hội kết hợp chatbot cho người nuôi thú cưng,,,2,231,,,UIT,
436,"Xây dựng ứng dụng quản lý các hoạt động, sự kiện và câu lạc bộ tại UIT",,,2,231,,,UIT,
437,Tìm hiểu các phương pháp xác định cảm xúc trong giọng nói,,,2,231,,,UIT,
438,Xây dựng website quản lý viết báo cáo và minh chứng trong kiểm định chất lượng,,,2,231,,,UIT,
439,Tìm hiểu về bảo mật và truyền tải dữ liệu liệu lớn,,,2,231,,,UIT,
440,Tạo lập UI từ mẫu (Dynamic form) với BEEKAI cho ứng dụng khảo sát người dùng,,,2,231,,,UIT,
441,Thiết kế và xây dựng hệ thống với NetCore cho cho ứng dụng tư vấn thực phẩm chức năng,,,2,231,,,UIT,
442,Thiết kế và xây dựng hệ thống với Spring Boot cho ứng dụng review sản phẩm,,,2,231,,,UIT,
443,UI auto testing tool với Apptium cho ứng dụng Android Native,,,2,231,,,UIT,
444,Ứng dụng ChatGPT vào công việc lập trình Python,,,2,231,,,UIT,
445,Xây dựng hệ e-catalog sản phẩm cho thương mại điện tử bán quần áo,,,2,231,,,UIT,
446,Xây dựng hệ e-shopping cart cho thương mại điện tử bán quần áo ,,,2,231,,,UIT,
447,Xây dựng hệ e-shopping cart cho thương mại điện tử bán đồ thể thao,,,2,231,,,UIT,
448,Quản lý luồng dữ liệu cho Data Analysis với Airflow cho ngành marketing,,,2,231,,,UIT,
449,Tìm hiểu về kiến trúc Transformer trong LLima,,,2,231,,,UIT,
450,Tìm hiểu về tiềm năng ứng dụng của Generative Ai trong marketing,,,2,231,,,UIT,
451,Tìm hiểu về mô hình ngôn ngữ lớn LLM của Facebook,,,2,231,,,UIT,
452,Tìm hiểu về hệ thống sản phẩm dịch vụ (product service system) bảo trì sửa chữa,,,2,231,,,UIT,
453,Ứng dụng khoa học thần kinh để lãnh đạo hiệu quả trong ngành bán lẻ,,,2,231,,,UIT,
454,Phân tích và định giá doanh nghiệp sử dụng Financial Statements trong doanh nghiệp logistic,,,2,231,,,UIT,
455,Dự báo (forecast) tồn kho bán lẻ với Deep Learning trong doanh nghiệp bán lẻ hàng điện tử,,,2,231,,,UIT,
456,Tìm hiểu mô hình Shopatainment và xây dựng ứng dụng minh họa trong bán quần áo,,,2,231,,,UIT,
457,Ứng dụng web đặt và cho thuê phòng,,,2,231,,,UIT,
458,Xây dựng Website bán đồ nội thất online,,,2,231,,,UIT,
459,Thiết kế và xây dựng hệ thống với NetCore cho cho ứng dụng web quản lý nhân sự tại trường học,,,2,231,,,UIT,
460,Tim hiểu Fluter và xây dựng ứng dụng tư vấn chứng khoán,,,2,231,,,UIT,
461,Tim hiểu React Native và xây dựng ứng dụng tư vấn chứng khoán,,,2,231,,,UIT,
462,Tim hiểu React JS và xây dựng ứng dụng tư vấn chứng khoán,,,2,231,,,UIT,
463,Thiết kế và xây dựng hệ thống với  NestJS và xây dựng sàn giao dịch nông sản,,,2,231,,,UIT,
464,Xây dựng ứng dụng kết nối người có nhu cầu nâng cao khả năng giao tiếp ngoại ngữ,,,2,231,,,UIT,
465,Phát triển ứng dụng quản lý sinh viên thực tập và gợi ý định hướng nghề nghiệp,,,2,231,,,UIT,
466,"Tìm hiểu và áp dụng thuật toán hamming distance để gợi ý sản phẩm vào website bán hàng bằng php laravel""",,,2,231,,,UIT,
467,"Tìm hiểu Thị giác máy tính vận dụng trong phát triển ứng dụng Game 3D tương tác, Thực thể ảo AR.",,,2,231,,,UIT,
468,Ứng dụng hỗ trợ tư vấn tâm lý sức khỏe qua phân tích dữ liệu thói quen người dùng.,,,2,231,,,UIT,
469,Ứng dụng hỗ trợ tư vấn chăm sóc sức khỏe với phân tích dữ liệu xét nghiệm y khoa,,,2,231,,,UIT,
470,Phát triển ứng dụng mô hình mentorship hỗ trợ trong doanh nghiệp,,,2,231,,,UIT,
471,Phát triển ứng dụng trực quan hóa phân tích dữ liệu trong phân tích tài chính kế toán,,,2,231,,,UIT,
472,Phát triển ứng dụng phân tích dữ liệu y khoa trong xét nghiệm máu,,,2,231,,,UIT,
473,Nghiên cứu phương pháp sinh dữ liệu kiểm thử từ mã nguồn và ứng dụng xây dựng hệ thống chấm bài tập lập trình,,,2,231,,,UIT,
474,Xây dựng ứng dụng Fastfood kết hợp tính năng gợi ý người dùng,,,2,231,,,UIT,
475,Xây dựng website diễn đàn cho lập trình viên,,,2,231,,,UIT,
476,Phát triển website hỗ trợ học tiếng Anh,,,2,231,,,UIT,
477,"Phát triển website quản lý tiệm bánh
",,,2,231,,,UIT,
478,Phát triển ứng dụng cho trung tâm tư vấn và phát triển giáo dục,,,2,231,,,UIT,
479,Xây dựng website thương mại điện tử về thực phẩm sạch,,,2,231,,,UIT,
480,Xây dựng website quản lý cửa hàng nước hoa,,,2,231,,,UIT,
481,Phát triển ứng dụng di dộng quản lý cửa hàng bán sách,,,2,231,,,UIT,
482,Xây dựng website bán giày,,,2,231,,,UIT,
483,Phát triển ứng dụng Chat,,,2,231,,,UIT,
484,Xây dựng nền tảng hỗ trợ quản lý công việc,,,2,231,,,UIT,
485,Xây dựng website hỏi đáp cho lập trình viên,,,2,231,,,UIT,
486,Xây dựng website bán quần áo với hệ thống gợi ý,,,2,231,,,UIT,
487,Xây dựng mạng xã hội chia sẻ ảnh và video,,,2,231,,,UIT,
488,Xây dựng website bán đồng hồ và các phụ kiện liên quan,,,2,231,,,UIT,
489,Xây dựng trò chơi cờ vua trên điện thoại,,,2,231,,,UIT,
490,Phát triển website mạng xã hội KreaTe,,,2,231,,,UIT,
491,Xây dựng website hỗ trợ học tiếng Anh thông qua Flashcard,,,2,231,,,UIT,
492,Phát triển website giới thiệu việc làm,,,2,231,,,UIT,
493,Xây dựng website hỗ trợ tư vấn mua laptop,,,2,231,,,UIT,
494,Phát triển website quản lý rạp chiếu phim,,,2,231,,,UIT,
495,Xây dựng hệ thống nhắn tin theo thời gian thực tối ưu cho tải trọng dữ liệu,,,2,231,,,UIT,
496,Phát triển hệ thống quản lý cửa hàng ký gửi quần áo cũ,,,2,231,,,UIT,
497,Xây dựng ứng dụng mobile đặt phòng khách sạn,,,2,231,,,UIT,
498,Website cửa hàng cho thú cưng,,,2,231,,,UIT,
499,Xây dựng Ứng dụng khôi phục hình ảnh,,,2,231,,,UIT,
500,Build a PDF processing app with ML-based characters recognition.,,,2,231,,,UIT,
501,Xây dựng website xem phim online,,,2,231,,,UIT,
502,Xây dựng ứng dụng chia sẻ công thức món ăn,,,2,231,,,UIT,
503,Tìm hiểu về MERN Stack và xây dựng website E-Commerce,,,2,231,,,UIT,
504,Xây dựng Ứng dụng Xử lý Hình ảnh Loại bỏ Logo và Vật thể,,,2,231,,,UIT,
505,Finetuning Large Language Models,,,2,231,,,UIT,
506,Tìm hiểu và xây dựng ứng dụng demo về khử nhiễu hình ảnh,,,2,231,,,UIT,
507,Chatbot hỗ trợ tư vấn bất động sản,,,2,231,,,UIT,
508,Xây dựng Website hỗ trợ gợi ý giảm cân,,,2,231,,,UIT,
509,Xây dựng ứng dụng thu thập và quản lý kết quả khảo sát phục vụ công tác kiểm định,,,2,231,,,UIT,
510,Xây dựng ứng dụng quản lý quy trình thực tập,,,2,231,,,UIT,
511,Xây dựng ứng dụng hỗ trợ viết báo cáo tự đánh giá trong kiểm định chất lượng đào tạo,,,2,231,,,UIT,
512,Xây dựng ứng dụng quản lý quy trình thực hiện khóa luận tốt nghiệp,,,2,231,,,UIT,
513,Xây dựng ứng dụng quản lý tổ chức các hoạt động sinh viên,,,2,231,,,UIT,
514,Xây dựng ứng dụng hỗ trợ lối sống khỏe,,,2,231,,,UIT,
515,Xây dựng ứng dụng quản lý chương trình đào tạo,,,2,231,,,UIT,
516,Thiết kế và hoàn thiện một game hoàn chỉnh bằng công nghệ Unity3D,,,2,231,,,UIT,
517,Phát triển website hỗ trợ học tiếng Anh cho người đi làm,,,2,231,,,UIT,
518,"Xây dựng website quản lý, phân chia công việc đồ án",,,2,231,,,UIT,
519,Xây dựng ứng dụng sách đọc và nghe điện tử kết hợp tính năng gợi ý người dùng,,,2,231,,,UIT,
520,Xây dựng game 3D fpsChess với Unity,,,2,231,,,UIT,
521,Xây dựng ứng dụng E-commerce đa nhà cung cấp cho cửa hàng trực tuyến,,,2,231,,,UIT,
522,Xây dựng ứng dụng quản lý quỹ đầu tư cá nhân ,,,2,231,,,UIT,
523,Phát triển sàn thương mại điện tử cho sản phẩm OCOP dựa trên kiến trúc multi-tenancy và microservice,,,2,231,,,UIT,
524,Phát triển ứng dụng hỗ trợ quản lý quầy thuốc,,,2,231,,,UIT,
525,Xây dựng game 3D Top-down với Unity,,,2,231,,,UIT,
526,Xây dựng ứng dụng hỗ trợ tập luyện và dinh dưỡng,,,2,231,,,UIT,
527,Xây dựng ứng dụng nghe nhạc trực tuyến,,,2,231,,,UIT,
528,Xây dựng ứng dụng thư viện điện tử tích hợp Lucene,,,2,231,,,UIT,
529,Xây dựng ứng dụng di động hỗ trợ dinh dưỡng - tích hợp công nghệ AI để nhận diện món ăn,,,2,231,,,UIT,
530,Xây dựng website bán điện thoại di động tích hợp Chatbot tư vấn,,,2,231,,,UIT,
531,Nghiên cứu và xây dựng hệ thống khuyến nghị việc làm,,,2,231,,,UIT,
532,Hệ thống hỗ trợ quản lý nhóm thể thao ,,,3,231,Công nghệ thông tin,"Kỹ thuật phần mềm, Hệ thống thông tin, Công nghệ thông tin, Thị giác máy tính",HCMUS,
533,Hệ thống đăng ký và tổ chức sự kiện trường Đại học,,,3,231,Công nghệ thông tin,"Kỹ thuật phần mềm, Mạng máy tính và Viễn thông, Hệ thống thông tin, Thị giác máy tính",HCMUS,
534,Ứng dụng luyện thi IELTS cho hệ điều hành Android,,,3,231,Công nghệ thông tin,"Kỹ thuật phần mềm, Khoa học máy tính, Khoa học dữ liệu, Mạng máy tính và Viễn thông",HCMUS,
535,Website dạy lập trình,,,3,231,Công nghệ thông tin,"Hệ thống thông tin, Kỹ thuật phần mềm, Công nghệ tri thức",HCMUS,
536,Xây dựng game giáo dục để học Tiếng Anh cho trẻ em,,,3,231,Công nghệ thông tin,"Hệ thống thông tin, Công nghệ thông tin, Kỹ thuật phần mềm",HCMUS,
537,Xây dựng ứng dụng nhận diện tên thuốc từ đơn thuốc dựa trên các phương pháp OCR,,,3,231,Công nghệ thông tin,"Thị giác máy tính, Kỹ thuật phần mềm, Hệ thống thông tin",HCMUS,
538,Xây dựng ứng dụng quyên góp thực phẩm,,,3,231,Công nghệ thông tin,"Mạng máy tính và Viễn thông, Kỹ thuật phần mềm, Hệ thống thông tin",HCMUS,
539,Viết phần mềm Quản lý bán hàng POS,,,3,231,Công nghệ thông tin,,HCMUS,
540,Hệ thống phê duyệt và phát hành văn thư,,,3,231,Công nghệ thông tin,,HCMUS,
541,Sàn giao dịch việc làm cho sinh viên đại học,,,3,231,Công nghệ thông tin,,HCMUS,
542,Phát triển ứng dụng cho thuê xe và bãi đỗ đa nền tảng với MAUI,,,3,231,Công nghệ thông tin,,HCMUS,
543,Phát triển game 2.5D với lối chơi online và offline lấy cảm hứng từ game pokemon bằng Unity 3D,,,3,231,Công nghệ thông tin,,HCMUS,
544,Tìm hiểu và xây dựng hệ thống IDO dựa trên blockchain,,,3,231,Công nghệ thông tin,,HCMUS,
545,Tìm hiểu và xây dựng ứng dụng game với Unity 3D,,,3,231,Công nghệ thông tin,,HCMUS,
546,Hệ thống hỗ trợ trực quan hóa dữ liệu,,,3,231,Công nghệ thông tin,,HCMUS,
547,Hệ thống ký kết văn bản trực tuyến cho hệ điều hành Android,,,3,231,Công nghệ thông tin,,HCMUS,
548,Thu thập và xếp hạng các điểm quan tâm tại Việt Nam,,,3,231,Công nghệ thông tin,,HCMUS,
549,Ứng dụng gợi ý lịch trình cho người du lịch tự túc,,,3,231,Công nghệ thông tin,,HCMUS,
550,Xây dựng ứng dụng hỗ trợ sinh viên tìm việc,,,3,231,Công nghệ thông tin,,HCMUS,
551,Nhận diện đối tượng bằng transformer,,,3,231,Công nghệ thông tin,,HCMUS,
552,Tối ưu bài toán xác thực giọng nói cho thiết bị di động,,,3,231,Công nghệ thông tin,,HCMUS,
553,Xác thực người nói phụ thuộc từ khoá bằng phương pháp học sâu,,,3,231,Công nghệ thông tin,,HCMUS,
554,Tạo ảnh từ văn bản,,,3,231,Công nghệ thông tin,,HCMUS,
555,Ứng dụng mô hình khuếch tán cho bài toán sinh hình ảnh từ văn bản tiếng Việt,,,3,231,Công nghệ thông tin,,HCMUS,
556,Truy vấn ảnh dựa vào ảnh và câu truy vấn,,,3,231,Công nghệ thông tin,,HCMUS,
557,Phân tích dữ liệu chứng khoán thời gian thực,,,3,231,Công nghệ thông tin,,HCMUS,
558,Áp dụng mạng học sâu cho phát hiện sự kiện trong video bóng đá,,,3,231,Công nghệ thông tin,,HCMUS,
559,Xây dựng hệ phần mềm hỗ trợ theo dõi chăm sóc bệnh nhân từ xa,,,3,231,Công nghệ thông tin,,HCMUS,
560,Dự đoán liên kết trong đồ thị tri thức bằng cách cải tiến và kết hợp mô hình PairRE với các mô hình khác,,,3,231,Công nghệ thông tin,,HCMUS,
561,Dự đoán đoán liên kết trong đồ thị tri thức bằng mô hình kết hợp phương pháp quan hệ đường đi và quan hệ láng giềng,,,3,231,Công nghệ thông tin,,HCMUS,
562,Phát hiện bố cục văn bản dựa trên mô hình Transformer,,,3,231,Công nghệ thông tin,,HCMUS,
563,Phương pháp học không giám sát sử dụng luồng chuẩn hóa 2D cho phân đoạn vùng bất thường trong ảnh chụp,,,3,231,Công nghệ thông tin,,HCMUS,
564,Tìm hiểu về việc ứng dụng NFT trong hệ thống đào tạo tín chỉ và xây dựng ứng dụng thử nghiệm,,,3,231,Công nghệ thông tin,,HCMUS,
565,Dự đoán liên kết trong đồ thị tri thức sử dụng mạng đồ thị chú ý trong không gian số phức,,,3,231,Công nghệ thông tin,,HCMUS,
566,Hệ thống hỗ trợ đăng ký dạy học có tính phí,,,3,231,Công nghệ thông tin,,HCMUS,
567,Mạng học sâu phân đoạn dụng cụ phẫu thuật trong ảnh nội soi,,,3,231,Công nghệ thông tin,,HCMUS,
568,Chuyển đổi sắc thái ảnh trên dữ liệu không ghép cặp sử dụng mạng học sâu,,,3,231,Công nghệ thông tin,,HCMUS,
569,Mô hình nhúng đồ thị tri thức MLP-Mixer dùng để nắm bắt hiệu quả các tương tác thực thể-quan hệ trong bài toán dự đoán liên kết.,,,3,231,Công nghệ thông tin,,HCMUS,
570,Dò tìm khối u trong phổi dùng ảnh được chuyển đổi từ tập CT scan,,,3,231,Công nghệ thông tin,,HCMUS,
571,Triển khai hệ thống giảm sát Pod trong Kubernetes,,,3,231,Công nghệ thông tin,,HCMUS,
572,Xác định sản phẩm trùng nhau trong các trang web thương mại điện tử hỗ trợ so sánh giá tự động ,,,3,231,Công nghệ thông tin,,HCMUS,
573,Kỹ thuật phân đoạn ảnh y khoa thích nghi với miền dữ liệu không gắn nhãn,,,3,231,Công nghệ thông tin,,HCMUS,
574,Nghiên cứu phát triển hệ thống truy xuất nguồn gốc sản phẩm,,,3,231,Công nghệ thông tin,,HCMUS,
575,Xây Dựng Hệ Thống Giảng Dạy Trực Tuyến,,,3,231,Công nghệ thông tin,,HCMUS,
576,Nghiên cứu và xây dựng ứng dụng Quant Trading,,,3,231,Công nghệ thông tin,,HCMUS,
